co_carta_consulta,no_projeto,sg_projeto,sg_fonte,va_dolar,no_unidade_federal,co_sujeito,no_tecnico,no_setor,informacoes,fase,dt_assinatura,dt_ultimo_desembolso_vigente,no_abrangencia_nacional,aggregation,tipo_operacao,co_executor,no_executor
"59609","Doação - Regularização de Propriedades em Assentamentos Populares no Estado do Rio de Janeiro","DOAÇÃO REGULARIZAÇÃO FUNDIÁRIA - RJ","BID-KPRF","410000.0","Estado do Rio de Janeiro","861","Neuseli Ayres do Couto Castanheira","Habitação","(61) 2020-4818","Finalizada","25/03/2009 00:00","25/06/2012 00:00","Estadual","2272","Doação","639","Secretaria de Estado de Habitação do Rio de Janeiro"
"58680","Proteção da Mata Atlântica no Rio de Janeiro","Mata Atlântica RJ","PPG7","1.0901715E7","Estado do Rio de Janeiro","861","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Finalizada","02/02/2001 00:00","01/12/2012 00:00","Estadual","2272","Doação","431","Instituto Estadual do Ambiente - INEA/RJ"
"59989","Implementação da Nova Estrutura Organizacional e das Iniciativas de Otimização dos Processos de Furnas e Serviços Complementares.","PRO-Furnas II","BID/INFRAFUND","500000.0","Estado do Rio de Janeiro","1176","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Em preparação","","","Federal","2272","Doação","1176","Eletrobras Furnas"
"59997","Programa de Melhoramento da Qualidade e Integração dos Transportes de Massa Urbanos","PROMIT","BIRD","7.5E8","Estado do Rio de Janeiro","861","Vitor de Lima Magalhães","Encargos Especiais","(61) 2020-4387","Em execução","03/12/2013 00:00","31/01/2015 00:00","Estadual","2272","Financiamento","584","Secretaria da Fazenda do Estado do Rio de Janeiro"
"59945","Programa de Suporte aos Grandes Eventos Esportivos","PROGESP","Bank of America","7.1641791E8","Estado do Rio de Janeiro","861","Sandra Maria de Carvalho Amaral","Urbanismo","(61) 2020-4813","Arquivado","","01/01/2030 00:00","Estadual","2272","Financiamento","618","Secretaria de Estado de Fazenda do Rio de Janeiro"
"59424","Programa de Saneamento Básico de Angra dos Reis - SANEANGRA","SANEANGRA","CAF","2.705E7","Estado do Rio de Janeiro","879","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","769","Secretaria Municipal de Integração Governamental de Angra dos Reis - RJ"
"59344","Programa de Desenvolvimento Urbano Inclusivo e Sustentável de Barra Mansa - RJ","Prourbis - Barra Mansa","BID","1.2485E7","Estado do Rio de Janeiro","888","Sandra Maria de Carvalho Amaral","Urbanismo","(61) 2020-4813","Arquivado","","","Municipal","2272","Financiamento","788","Secretaria Municipal de Planejamento Urbano e Meio Ambiente de Barra Mansa - RJ"
"58336","Programa de Urbanização e Saneamento Ambiental do Município de Belford Roxo","PROSABEL","BID","1.32E7","Estado do Rio de Janeiro","892","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","27/04/2009 00:00","27/12/2013 00:00","Municipal","2272","Financiamento","481","Prefeitura Municipal de Belford Roxo - RJ"
"27552","Programa de Saneamento Ambiental e Desenvolvimento Econômico e Social do Município de Duque de Caxias","PROSADUQUE","BID","4.3614494E7","Estado do Rio de Janeiro","925","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","02/05/2013 00:00","Municipal","2272","Financiamento","797","Secretaria Municipal de Urbanismo de Duque de Caxias - RJ"
"59501","Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Itaguaí","Programa Inclusão Social Itaguaí-RJ","BID","1.5E7","Estado do Rio de Janeiro","944","Manuella Damasceno Louzada","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","181","Prefeitura Municipal de Itaguaí - RJ"
"59428","Programa Integrado de Infra-Estrutura Urbana e Social de Macaé - RJ","MACAÉ COM DESENVOLVIMENTO P/ TODOS","BID","5.0E7","Estado do Rio de Janeiro","960","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","519","Prefeitura Municipal de Macaé - RJ"
"59354","Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Nilópolis - RJ","NILÓPOLIS CRESCENDO A CADA DIA","BID","6900000.0","Estado do Rio de Janeiro","972","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","524","Prefeitura Municipal de Nilópolis - RJ"
"59197","Programa de Desenvolvimento Urbano e Inclusão Social de Niterói - 1ª Fase","NITERÓI URBANO","BID","2.647E7","Estado do Rio de Janeiro","973","Necy Yonamine","Urbanismo","(61) 2020-4811","Em execução","28/02/2014 00:00","28/02/2018 00:00","Municipal","2272","Financiamento","525","Prefeitura Municipal de Niterói - RJ"
"59339","Doação - Programa de Desenvolvimento Urbano e Inclusão Social de Niteroi - RJ","Doação Niteroi - RJ","BID/JSF","1300000.0","Estado do Rio de Janeiro","973","Sandra Maria de Carvalho Amaral","Urbanismo","(61) 2020-4813","Arquivado","","","Municipal","2272","Doação","525","Prefeitura Municipal de Niterói - RJ"
"59179","Programa de Urbanização Integrada do Município de Nova Iguaçu/RJ","Nova Iguaçu","BID","3.45E7","Estado do Rio de Janeiro","975","Wanda Dias Fonseca Taquary","Saneamento","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","526","Prefeitura Municipal de Nova Iguaçu - RJ"
"59284","Operação Não Reembolsável ao Programa de Desenvolvimento Urbano Integrado de Nova Iguaçu","BAIRRO ESCOLA","BID/JSF","1300000.0","Estado do Rio de Janeiro","975","Wanda Dias Fonseca Taquary","Administração","(61) 2020-4847","Arquivado","","","Municipal","2272","Doação","526","Prefeitura Municipal de Nova Iguaçu - RJ"
"59359","Programa de Desenvolvimento Urbano Integrado e Sustentável de Paracambi - RJ","Urbano Paracambi  - RJ","BID","1.3466E7","Estado do Rio de Janeiro","980","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","111","Prefeitura Municipal de Paracambi - RJ"
"59386","Programa de Investimentos para o  Desenvolvimento Urbano  Integrado e Sustentável de Queimados - RJ","URBANO INTEGRADO - QUEIMADOS - RJ","BID","8148000.0","Estado do Rio de Janeiro","995","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Municipal","2272","Financiamento","779","Secretaria Municipal de Planejamento de Queimados - RJ"
"58438","Recuperação Ambiental Da Baixada De Jacarepaguá","JACAREPAGUÁ","JBIC","1.868E8","Estado do Rio de Janeiro","258","Necy Yonamine","Saneamento","(61) 2020-4811","Arquivado","","","Municipal","2272","Financiamento","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"59892","Construindo o Caminho para os Jogos Olímpicos e a Copa do Mundo: Aliança pelo Esporte para o Desenvolvimento","Doação Jogos Olímpicos - RJ","BID","1040000.0","Estado do Rio de Janeiro","258","Camila Medina Chagas","Desporto e Lazer"," ","Em execução","17/05/2013 00:00","17/05/2016 00:00","Municipal","2272","Doação","1375","Secretaria Municipal de Esporte e Lazer do Rio de Janeiro - RJ"
"59686","Doação - Estruturação do Corredor BRT T5 da Cidade do Rio de Janeiro","Corredor BRT T5 - Rio de Janeiro","BID","600000.0","Estado do Rio de Janeiro","258","Wanda Dias Fonseca Taquary","Transporte","(61) 2020-4847","Finalizada","01/03/2010 00:00","01/03/2011 00:00","Municipal","2272","Doação","0",""
"57937","Mapeamento Digital e Drenagem Urb. Munic. do Rio de Janeiro","MAPEAMENTO DIGITAL","BID","3.0E7","Estado do Rio de Janeiro","258","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","08/05/1995 00:00","08/12/2001 00:00","Municipal","2272","Financiamento","0",""
"57773","PROAP I - Urbanização de Assentamentos Populares do Rio de Janeiro","FAVELAS BAIRRO I","BID","1.8E8","Estado do Rio de Janeiro","258","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","08/12/1995 00:00","08/12/2000 00:00","Municipal","2272","Financiamento","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"58378","Programa de Apoio a Crianças e Jovens em Situação de Risco no Município - RJ","MENINOS DE RUA-RJ","BID","3.0E7","Estado do Rio de Janeiro","258","Antônio Sabino da Costa Filho","Assistência Social","","Arquivado","","","Municipal","2272","Financiamento","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"59815","Programa de Mobilidade Urbana Sustentável da Cidade do Rio de Janeiro","TRANS RIO","BID","7.0E8","Estado do Rio de Janeiro","258","Ronald Ferreira de Melo","Urbanismo","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","0",""
"57977","Programa de Urbanização de Assentamentos Populares do Rio de Janeiro II - Favela Bairro - PROAP II","PROAP  II - FAVELA BAIRRO","BID","1.8E8","Estado do Rio de Janeiro","258","Cadmo Soares Gomes","Agricultura","","Finalizada","29/03/2000 00:00","29/09/2006 00:00","Municipal","2272","Financiamento","639","Secretaria de Estado de Habitação do Rio de Janeiro"
"58969","Programa de Urbanização de Assentamentos Populares do Rio de Janeiro III - Favela Bairro","PROAP III - FAVELA BAIRRO","BID","1.8E8","Estado do Rio de Janeiro","258","Cadmo Soares Gomes","Agricultura","","Arquivado","","","Municipal","2272","Financiamento","639","Secretaria de Estado de Habitação do Rio de Janeiro"
"59473","Programa de Urbanização de Assentamentos Populares para o Município do Rio de Janeiro - PROAP-RIO - ETAPA III","PROAP-RIO - ETAPA III","BID","1.5E8","Estado do Rio de Janeiro","258","Neuseli Ayres do Couto Castanheira","Habitação","(61) 2020-4818","Em execução","05/07/2012 00:00","05/07/2017 00:00","Municipal","2272","Financiamento","798","Secretaria Municipal do Habitat - RJ"
"58019","Saneamento Zona Oeste - PMRJ (Ação Social /PMRJ)","ZONA OESTE - RJ","BID","6.0E7","Estado do Rio de Janeiro","258","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Municipal","2272","Financiamento","0",""
"59772","Doação - Programa Integrado para a Melhoria da Qualidade e Cobertura dos Serviços Sociais no Município do Rio de Janeiro","DOAÇÃO - PROSOCIAL","BID/JSF","350000.0","Estado do Rio de Janeiro","258","Neuseli Ayres do Couto Castanheira","Assistência Social","(61) 2020-4818","Aguardando Assinatura","","","Municipal","2272","Doação","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"57986","Implementação de Nova Proposta Pedagógica Rede Mun. Ensino RJ","PROPOST.PEDAG.ENS/RJ","BIRD","6.0E7","Estado do Rio de Janeiro","258","Antônio Sabino da Costa Filho","Educação","","Arquivado","","","Municipal","2272","Financiamento","0",""
"57991","Programa Municipal de Corredores De Transportes - RJ","TRANSPORTES - PMRJ","BIRD","9.75E7","Estado do Rio de Janeiro","258","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","06/04/1996 00:00","Municipal","2272","Financiamento","0",""
"58007","Programa Rio Criança Maravilhosa","PROCRIM","BIRD","6.0E7","Estado do Rio de Janeiro","258","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Arquivado","","","Municipal","2272","Financiamento","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"59701","Projeto de Política de Desenvolvimento do Município do Rio de Janeiro - DPL","POLÍTICA DE DESENVOLVIMENTO","BIRD","1.045E9","Estado do Rio de Janeiro","258","Isis Smidt Lara Resende","Encargos Especiais","(61) 2020-4832","Finalizada","20/08/2010 00:00","30/06/2013 00:00","Municipal","2272","Financiamento","751","Secretaria Municipal da Fazenda do Rio de Janeiro - RJ"
"59818","Projeto de Promoção da Excelência na Gestão Pública do Município do Rio de Janeiro","PROJETO RIO DE EXCELÊNCIA","BIRD","1.62E7","Estado do Rio de Janeiro","258","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","26/08/2014 00:00","30/04/2018 00:00","Municipal","2272","Financiamento","618","Secretaria de Estado de Fazenda do Rio de Janeiro"
"59679","Programa Nacional de Desenvolvimento do Turismo - PRODETUR RIO DE JANEIRO-RJ - Revitalização da Região Portuária","PRODETUR CIDADE  DO RIO","CAF","9.35E7","Estado do Rio de Janeiro","258","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Arquivado","","","Municipal","2272","Financiamento","739","Secretaria Especial de Turismo - SETUR/RJ"
"58829","Projeto VLT - Bonde Moderno do Rio De Janeiro","BONDE MODERNO - RJ","ESPANHA","1.0E8","Estado do Rio de Janeiro","258","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","","Municipal","2272","Financiamento","260","Prefeitura Municipal do Rio de Janeiro - RJ"
"59759","Doação - Apoio à Estruturação do Plano de Mobilidade Urbana Sustentável para a Cidade do Rio de Janeiro","PMUS -RJ","BID/SECCI","1000000.0","Estado do Rio de Janeiro","258","Necy Yonamine","Urbanismo","(61) 2020-4811","Finalizada","28/06/2011 00:00","28/12/2012 00:00","Municipal","2272","Doação","0",""
"59202","Programa de Saneamento Ambiental e Desenvolvimento Urbano de São Gonçalo-RJ","CONSTRUINDO O FUTURO","BID","1.0E7","Estado do Rio de Janeiro","1014","Ronald Ferreira de Melo","Saneamento","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","547","Prefeitura Municipal de São Gonçalo - RJ"
"58334","Projeto de Melhoria e Ampliação da Infra-estrutura Urbana de São João de Meriti/RJ","São João de Meriti - RJ","BID","1.65E7","Estado do Rio de Janeiro","1015","Ronald Ferreira de Melo","Urbanismo","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","702","Secretaria de Planejamento Urbano de São João de Meriti - RJ"
"59848","Programa de Recuperação e Ordenamento Urbano","PROCIDADES Teresópolis","BID","5.0E7","Estado do Rio de Janeiro","1213","Antônio Sabino da Costa Filho","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","0",""
"58150","Prog. de Adequação do Sistema Operacional/Natal-RN","RODOVIAS RN","BID","1.5E7","Estado do Rio Grande do Norte","862","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"27826","Programa de Desenvolvimento do Turismo no Estado do Rio Grande do Norte","PRODETUR NACIONAL - RN","BID","4.5E7","Estado do Rio Grande do Norte","862","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Aguardando negociação","","","Estadual","2272","Financiamento","670","Secretaria de Estado do Turismo do Rio Grande do Norte"
"58911","Programa de Desenvolvimento e Melhoria Infra Estr. Urb.e Reg.-Rn","RN URBANO MUNICÍPIOS","BID","3.15E7","Estado do Rio Grande do Norte","862","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"59802","Projeto de Integração da Modernização da Administração Fiscal e Financeira do Rio Grande do Norte - PROFISCO II - RN","PROFISCO II - RN","BID","2.3E7","Estado do Rio Grande do Norte","862","Jandira Rocha Carvalho","Administração","","Arquivado","","","Estadual","2272","Financiamento","629","Secretaria de Estado da Tributação do Rio Grande do Norte"
"59524","Projeto de Integração da Modernização da Administração Fiscal e Financeira do Rio Grande do Norte - RN","PROFISCO -  RN","BID","7000000.0","Estado do Rio Grande do Norte","862","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","24/04/2013 00:00","24/04/2017 00:00","Estadual","2272","Financiamento","629","Secretaria de Estado da Tributação do Rio Grande do Norte"
"58124","Reestrut. e Moderniz. do Sistema de Adm. Tributaria - RN","TRIBUTÁRIO - RN","BID","1.88E7","Estado do Rio Grande do Norte","862","Wanda Dias Fonseca Taquary","Administração","(61) 2020-4847","Arquivado","","","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"57908","Gestão Integrada de Recursos Hídricos - RN","RECURSOS HÍDRICOS-RN","BIRD","8.45E7","Estado do Rio Grande do Norte","862","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"58889","Programa de Desenvolvimento Sustentável e Convivência com o Semi-Árido Potiguar","SEMI-ÁRIDO POTIGUAR- RN","BIRD","3.59E7","Estado do Rio Grande do Norte","862","Leny Maria Corazza","Urbanismo","(61) 2020-4358","Em execução","20/06/2008 00:00","31/03/2015 00:00","Estadual","2272","Financiamento","708","Secretaria de Recursos Hidricos do Estado do Rio Grande do Norte"
"57998","Projeto de Combate à Pobreza Rural do Rio Grande do Norte","PCPR - RN II","BIRD","2.4E7","Estado do Rio Grande do Norte","862","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","18/06/1997 00:00","30/06/2002 00:00","Estadual","2272","Financiamento","0",""
"58737","Projeto de Combate à Pobreza Rural do Rio Grande do Norte- 2ª FASE","PCPR-RN III-2ª FASE","BIRD","2.25E7","Estado do Rio Grande do Norte","862","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","20/06/2008 00:00","31/12/2010 00:00","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"58778","Projeto de Combate à Pobreza Rural no Rio Grande do Norte-1ª Fase","PCPR-RN III-1ª FASE","BIRD","2.25E7","Estado do Rio Grande do Norte","862","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","04/07/2002 00:00","31/12/2007 00:00","Estadual","2272","Financiamento","204","Governo do Estado do Ro Grande do Norte"
"59866","Projeto Integrado de Desenvolvimento Sustentável do Rio Grande do Norte","DPL - RN","BIRD","5.4E8","Estado do Rio Grande do Norte","862","Isis Smidt Lara Resende","Assistência Social","(61) 2020-4832","Em execução","04/10/2013 00:00","31/05/2019 00:00","Estadual","2272","Financiamento","1362","Secretaria de Estado do Planejamento e das Finanças do Rio grande do Norte - SEPLAN"
"58172","Gestão Integrada de Recursos Hídricos - Rio Grande do Norte","DOAÇÃO REC. HIDR.-RN","WB-JG","985000.0","Estado do Rio Grande do Norte","862","Cadmo Soares Gomes","Gestão Ambiental","","Finalizada","30/01/1998 00:00","30/06/2001 00:00","Estadual","2272","Doação","0",""
"58392","PROGRAMA DE ESGOTAMENTO SANITARIO DA CIDADE DE NATAL","SANEAMENTO NATAL","KfW","1.3611E7","Estado do Rio Grande do Norte","862","Necy Yonamine","Saneamento","(61) 2020-4811","Arquivado","","","Estadual","2272","Financiamento","324","Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN"
"59163","Programa de Esgotamento Sanitário da Cidade de Natal - Ação Complementar","DOAÇÃO SANEAMENTO NATAL","KfW","3586000.0","Estado do Rio Grande do Norte","862","Necy Yonamine","Saneamento","(61) 2020-4811","Arquivado","","","Estadual","2272","Doação","665","Secretaria de Estado do Trabalho, da Habitação e da Assistência Social do Rio Grande do Norte"
"59940","Projeto de Fortalecimento Institucional Estratégico da Secretaria de Saúde do Rio Grande do Norte","","WB-IDF","700000.0","Estado do Rio Grande do Norte","862","Camila Medina Chagas","Saúde"," ","Em execução","17/06/2013 00:00","17/06/2016 00:00","Estadual","2272","Doação","1362","Secretaria de Estado do Planejamento e das Finanças do Rio grande do Norte - SEPLAN"
"59591","Programa de Infra-Estrutura Municipal - PIM/MOSSORÓ-RN","PIM/MOSSORÓ-RN","CAF","1.5E7","Estado do Rio Grande do Norte","970","Necy Yonamine","Urbanismo","(61) 2020-4811","Arquivado","","","Municipal","2272","Financiamento","752","Secretaria Municipal da Gestão Territorial e Ambiental do Município de Mossoró - RN"
"58456","Ações Urbanas Prioritárias em Natal","AÇÕES URBANAS NATAL","BID","6.873E7","Estado do Rio Grande do Norte","971","Antônio Sabino da Costa Filho","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","0",""
"59224","Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Natal - Fase 1","NATAL DO FUTURO - FASE 1","BID","3.378E7","Estado do Rio Grande do Norte","971","Manuella Damasceno Louzada","Urbanismo","","Arquivado","","","Municipal","2272","Financiamento","523","Prefeitura Municipal de Natal - RN"
"59875","Projeto Natal Cidade da Gente","PROJETO NATAL/RN","BID","6.4038E7","Estado do Rio Grande do Norte","971","Ronald Ferreira de Melo","Urbanismo","(61) 2020-4814","Arquivado","","","Municipal","2272","Financiamento","0",""
"59279","Revitalização da Orla Urbana - Cidade de Natal","PRODETUR/NATAL","CAF","3.885E7","Estado do Rio Grande do Norte","971","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Arquivado","","","Municipal","2272","Financiamento","722","Secretaria de Turismo e Desenvolvimento Econômico - SETURDE/Natal - RN"
"58156","Moderniz. e Fortalecimento da Coord. da Receita EstaduaL-RO","TRIBUTÁRIO - RO","BID","4.7425E7","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Financiamento","405","Governo do Estado de Rondônia"
"59612","Projeto de Modernização da Administração Tributária, Financeira e Patrimonial do Estado de Rondônia","PROFISCO - RO","BID","6231000.0","Estado de Rondônia","847","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","25/05/2012 00:00","25/05/2017 00:00","Estadual","2272","Financiamento","672","Secretaria de Finanças do Estado de Rondônia"
"57875","Saneamento Básico de Rondônia","SANEAMENTO - RO","BID","6.9E7","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Financiamento","0",""
"57875","Saneamento Básico de Rondônia","SANEAMENTO - RO","BID","2.1E7","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Financiamento","0",""
"58893","Projeto de Educação de Rondônia e Municípios","PRÓ-ESCOLA RONDÔNIA","BIRD","6.0E7","Estado de Rondônia","847","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Arquivado","","","Estadual","2272","Financiamento","0",""
"59139","Programa de Desenvolvimento do Transporte Rodoviário do Estado de Rondônia","Rodovias Rondônia II","CAF","2.1429E7","Estado de Rondônia","847","Sandra Maria de Carvalho Amaral","Transporte","(61) 2020-4813","Arquivado","","","Estadual","2272","Financiamento","370","Departamento de Viação e Obras Públicas de Rondônia - DEVOP"
"58763","Programa de Gerenciamento da Malha Rodoviária do Estado de RO","RODOVIAS RO","CAF","3.5E7","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Transporte","","Finalizada","19/06/2002 00:00","19/06/2004 00:00","Estadual","2272","Financiamento","370","Departamento de Viação e Obras Públicas de Rondônia - DEVOP"
"58599","Avaliação das Potencialidades para o uso Sustentavel da Biodiversidade - RO","BIODIVERS. RONDONIA","GEF","730000.0","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Doação","0",""
"58602","Proteção À Biodivers. dos Territórios Indígenas do Igarapé Lourdes e Rio Branco","TERRITÓRIO INDÍGENAS","GEF","700000.0","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Doação","405","Governo do Estado de Rondônia"
"58597","Sustainable Use Of Natural Resources In The Extractive Reserves Of Rondonia","EXTRACT. RESERVE-RO","GEF","14000.0","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Doação","0",""
"57999","Plano de Desenvolv. da Agricultura da Reg. Sul-Sudoeste - RO","FIDA - RO","FIDA","2.0E7","Estado de Rondônia","847","Antônio Sabino da Costa Filho","Agricultura","","Arquivado","","","Estadual","2272","Financiamento","405","Governo do Estado de Rondônia"
"59438","Modernização da Infra-estrutura do Município de Porto Velho","PROPORTO","BID","2.0E7","Estado de Rondônia","991","Neuseli Ayres do Couto Castanheira","Urbanismo","(61) 2020-4818","Arquivado","","","Municipal","2272","Financiamento","146","Prefeitura Municipal de Porto Velho - RO"
"58369","Melhoria e Pavimentação da BR-401, Entre Boa Vista, Normandia e Bonfim (GUIANA)","PAVIMENTAÇÃO BR-401","CAF","3.0005E7","Estado de Roraima","848","Antônio Sabino da Costa Filho","Transporte","","Arquivado","","","Federal","2272","Financiamento","0",""
"59635","Programa Nacional de Desenvolvimento do Turismo - RORAIMA","PRODETUR NACIONAL - RR","BID","7.44E7","Estado de Roraima","848","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Arquivado","","","Estadual","2272","Financiamento","662","Secretaria de Estado do Planejamento e Desenvolvimento de Roraima - SEPLAN/Departamento do Turismo - DETUR"
"59639","Projeto de Modernização da Gestão Fiscal do Estado de Roraima","PROFISCO-RR","BID","5788000.0","Estado de Roraima","848","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Aguardando Assinatura","","","Estadual","2272","Financiamento","622","Secretaria de Estado da Fazenda de Roraima"
"58364","Suprimento de Energia Elétrica ao Estado de Roraima","ENERGIA RORAIMA","CAF","2.6E7","Estado de Roraima","848","Necy Yonamine","Energia","(61) 2020-4811","Finalizada","09/12/1999 00:00","31/12/2002 00:00","Estadual","2272","Financiamento","311","Centrais Elétricas Brasileiras S/A - ELETROBRÁS"
"60042","Programa de Desenvolvimento da Infraestrutura e dos Serviços Básicos de Caxias do Sul II - PDI II ","PDI II Caxias do Sul/RS","CAF","5.0E7","Estado do Rio Grande do Sul","915","Necy Yonamine","Urbanismo","(61) 2020-4811","Em preparação","","","Municipal","2272","Financiamento","34","Prefeitura Municipal de Caxias do Sul - RS"
"60066","Programa de Melhoria da Qualidade da Educação do Município de Porto Alegre","","BID","8.08E7","Estado do Rio Grande do Sul","990","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Em preparação","","","Municipal","2272","Financiamento","1480","Secretaria Municipal da Educação de Porto Alegre"
"60101","ORLA POA (Organicidade e Requalificação do Espaço Urbano, do Lazer, do Acesso e Mobilidade de Porto Alegre)  ","ORLA-POA","CAF","9.2E7","Estado do Rio Grande do Sul","990","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Em preparação","","","Municipal","2272","Financiamento","136","Prefeitura Municipal de Porto Alegre - RS"
"58404","Linha de Credito para Desenvolvimento Agropecuário do Vale do São Francisco","VALE SÃO FRANCISCO","AGROINVEST","1.2349E7","Estado do Rio Grande do Sul","976","Leny Maria Corazza","Agricultura","(61) 2020-4358","Arquivado","18/02/1993 00:00","31/12/2000 00:00","Federal","2272","Financiamento","452","Ministério da Integração Nacional - MI"
"59753","Programa de Expansão e Modernização do Sistema Elétrico da Região Metropolitana de Porto Alegre e Áreas de Abrangência do Grupo CEEE - DISTRIBUIÇÃO","PRÓ-ENERGIA RS - DISTRIBUIÇÃO","AFD","8.7457986E7","Estado do Rio Grande do Sul","341","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Em execução","26/09/2012 00:00","26/09/2016 00:00","Estadual","2272","Financiamento","341","Companhia Estadual de Distribuição de Energia Elétrica - CEEE-D"
"59739","Programa de Expansão e Modernização do Sistema Elétrico da Região Metropolitana de Porto Alegre e Áreas de Abrangência do Grupo CEEE-GT-PRÓ-ENERGIA-RS","Pró-Energia RS/Geração","AFD","5.9103957E7","Estado do Rio Grande do Sul","343","Humberto Leite Freitas Filho","Energia","(61) 2020-4837","Em execução","21/10/2012 01:00","21/12/2016 00:00","Estadual","2272","Financiamento","343","Companhia Estadual de Geração e Transmissão de Energia - CEEE-GT"
"57935","Programa dos Corredores de Transportes RS","RODOVIAS RS","JBIC","7.5E7","Estado do Rio Grande do Sul","863","Antônio Sabino da Costa Filho","Transporte","","Finalizada","17/10/2000 00:00","10/07/2004 00:00","Estadual","2272","Financiamento","357","Departamento Autônomo de Estradas de Rodagem - Rio Grande do Sul - DAER - RS"
"58718","Pró-Mar de Dentro","PRÓ-MAR DENTRO","JBIC","1.98E8","Estado do Rio Grande do Sul","863","Wanda Dias Fonseca Taquary","Saneamento","(61) 2020-4847","Arquivado","","","Estadual","2272","Financiamento","45","Governo do Estado do Rio Grande do Sul"
